name,genre,spotifyId
Sarah Menescal,bossa nova,4DpQLwz0jhUU7wuT9phTlD
Xella Machina,,66uHiAJ1D3MCLQmX9xYJqI
Bon Iver,,4LEiUm1SRbFMgfqnQTwUbQ
Sting,soft rock,0Ty63ceoRnnJKVEYP0VQpk
Ruth B.,,2WzaAvm2bBCf4pEhyuDgCY
Portishead,trip hop,6liAMWkVf5LH7YR9yfFy1Y
Sueño Tsunami,latin indie,3t3BhxRxSzyOBq9vQKKWr6
Milo j,argentine trap,19HM5j0ULGSmEoRcrSe5x3
Green Day,punk,7oPftvlwr6VrsViSDV7fJY
Taburete,,40Ippe6JeofRURQ4nbF8DT
DEGrande,,01vtihVej8MCPiDog4X3cy
Franz Ferdinand,indie rock,0XNa1vTidXlvJ2gHSsRi4A
Oasis,britpop,2DaxqgrOhkeH0fpeiQq2f4
Fontane,,1i5yd57RUIKncQmCoy9NjW
Romaric,,3e6u95VEoeFpZKbDISofWC
Pescado Rabioso,argentine rock,3q1NXsv9XypOUCJfEatXH9
Blues Motel,argentine rock,2VD4qhDrH6pU7dbaK9nuni
Portugal. The Man,,4kI8Ie27vjvonwaB2ePh8T
The Backseat Lovers,,6p2HnfM955TI1bX34dkLnI
X Ambassadors,,3NPpFNZtSTHheNBaWC82rB
Los Pericos,reggae en español,7FnZWGw9lwOr7WzieTKEPR
Miguel Mateos - Zas,rock en español,3YG18nhGaJkR1F6VpcnSG6
All He Tano Faz,,2VafYEIwuCCTlnRzrXSU7W
Broken Bells,,6dgwEwnK0YtDfS9XhRwBTG
Gorillaz,,3AA28KZvwAUcZuOKwyblJQ
Madness,ska,4AYkFtEBnNnGuoo8HaHErd
Pappo's Blues,argentine rock,59dLJG3ZVwkMZLFKByQCJB
Bruce Springsteen,,3eqjTLE0HfPfh78zjh6TqT
Bacilos,colombian pop,1mux8L6xg2Cmrc7k0wQczl
Navío Prisma,,3DNw0d1FJuIPAI7iPYUoCt
Cazzu,argentine trap,6w3SkAHYPsQ1bxV7VDlG5y
Bunbury,rock en español,4uqzzJg3ww5eH7IgGV7DMT
Florence + The Machine,baroque pop,1moxjboGR7GNWYIMWsRjgG
Eliminar,,5s1Y0J4ZWpBzj3OO0NKpuy
MAGIC!,,0DxeaLnv6SyYk2DOqkLO8c
Kilo Herz,,1cDJHAhR1MlgitRpErRmzL
Andrés Calamaro,argentine rock,3tAICgiSR5PfYY4B8qsoAU
Gusttavo Lima,sertanejo,7MiDcPa6UiV3In7lIM71IN
Tan Bionica,argentine rock,37MCoi4pcUf9EKsPXeuCqU
Rels B,trap latino,2IMZYfNi21MGqxopj9fWx8
Still Woozy,bedroom pop,4iMO20EPodreIaEl8qW66y
Axel,,32x1uogH2zajP85pzZAtuE
Toploader,,6xeFne1rkxMhKSW3ipvkdV
BØRNS,,1KP6TWI40m7p3QBTU6u2xo
Juanes,latin pop,0UWZUmn7sybxMCqrw9tGa7
Federico Kempff,post-punk,48H3wHKP0TTL2Rt1rOJ4bW
MIKA,,5MmVJVhhYKQ86izuGHzJYA
Queen,classic rock,1dfeR4HaWDbWqFHLkxsg1d
Franz Schubert,chamber music,2p0UyoPfYfI76PCStuXfOP
Los Piojos,argentine rock,0SnyKkoyBaB2fG8IJH4xmU
Juan Freer,corrido,0a9vSkyCTnB36E2iZbRVtl
Fanny Lu,colombian pop,6GRC8segVAr34gm6pjfSoQ
Taylor Swift,,06HL4z0CvFAxyc27GXpf02
Linxes,latin indie,6dk5stiRd8YEY9knhBEUhx
Filhos De Jorge,axé,2V9RQWP2Dk6IEauL7D14vE
La Bomba de Tiempo,candombe,2kzyHS3WRPwclRl5gsydu8
Chayanne,latin pop,1JbemQ1fPt2YmSLjAFhPBv
Lewis Capaldi,soft pop,4GNC7GD6oZMSxPGyXy4MNB
Weezer,alternative rock,3jOstUTkEu2JkjvRdBA5Gu
Viejas Locas,argentine rock,7wTu5u7W3kc9Id5JAvSAFV
Jesse & Joy,latin pop,1mX1TWKpNxDSAH16LgDfiR
Seal,,5GtMEZEeFFsuHY8ad4kOxv
Kaiser Chiefs,britpop,0LbLWjaweRbO4FDKYlbfNt
Muse,alternative rock,12Chz98pHFMPJEknJQMWvI
Arctic Monkeys,indie,7Ln80lUS6He07XvHI8qqHH
No Te Va Gustar,argentine rock,4ZDoy7AWNgQVmX7T0u0B1j
Guaynaa,reggaeton,0BqURncJM5B1BBu7UM51eq
Indios,latin indie,49ynGmq4dpplOn1Rsiejfp
Bertt Que,,5qNqYfocxlYpB3uATOHEXJ
Hillsong en Español,christian,3phVKYqeq84Ai91CHTQfNq
Orishas,latin hip hop,2gKYxTUOqw9aPt7ljMwSHT
Natalia Lafourcade,latin folk,1hcdI2N1023RvSwLzTtdsp
El Reino Infantil,lullaby,6EMoWayH9WulC8F8b6m3BH
Kakkmaddafakka,,4HV7yKF3SRpY6I0gxu7hm9
The Kooks,indie,1GLtl8uqKmnyCWxHmw9tL4
Natalie Imbruglia,,0dlOr0VIysztGWvU1dpjmP
Delaossa,,5Uox3n7m4W2CoM9MmHPJwQ
Circa Waves,indie,6hl5k4gLl1p3sjhHcb57t2
Ella Es Tan Cargosa,argentine rock,2fGM1BtKeCWjnriro6BaPS
Likko Sol,,2Or8PQp1nSscZ2gnIkx17E
Árbol,argentine rock,6OO01j5rLKCyPg4i3FuzIT
João Bosco & Vinícius,sertanejo,7zIRO89G0FBAQtGMHO1Wa0
Rex Orange County,bedroom pop,7pbDxGE6nQSZVfiFdq9lOL
Ramiro Pietropaolo,,12hoFPPpSmeHM4aSQatsZh
Gorux,,6RqHqE3HSYAituSVyLThkI
Los Enanitos Verdes,rock en español,4TK1gDgb7QKoPFlzRrBRgR
Train,soft pop,3FUY2gzHeIiaesXtOAdB7A
filous,tropical house,2IjiuEObrCKyZvSb8xLxG9
Callejeros,argentine rock,2osoVujXgV0PA8lhqDKYFw
Sebastian Guerschuny,,6ie0d5D1D2PBqzhUExEplY
ACRU,latin hip hop,0bYQe0JDIjxkSHQoXlfngl
The Snuts,indie,4AzAfQNuAyKOFG4DZMsdAo
Atmosphere of Calm,,42KcSR239KEB90nE0wzA09
NEIL FRANCES,indie soul,587PA35pRGL1JwQr6idJbb
Dessu,mexican indie,49wqLYFVfLPKY9qO12ZoAs
Bersuit Vergarabat,argentine rock,6MxyNXnnmwQwdW2PD0gXYO
The Clear Mind,,17poofi2R6BSgWBubaEbGs
Tai Verdes,,2kCO8LXN1usaOPL3iEE28I
Medrana,,4TLEKuWT4t2sgAAsIwkJl6
Pacifica,,4YcQuAswXPWdO2WAxTRXse
El sueño del ciego,,6SfvDqhgUkNx1Z5H8vXWDv
Jay King,,2tmpR1Cuq6rOUj7ZiYIt5n
Cassian,melodic techno,1ChtRJ3f4rbv4vtz87i6CD
Carmen Sarahi,,2q8I4WTdPTd07a0IsKLch7
Milky Chance,,1hzfo8twXdOegF3xireCYs
Cristian Castro,latin pop,2AZOALDIBORfbzKTuliwdJ
Playing For Change,,645m90txZTycwJGdZTWscc
MC Kevinho,brazilian funk,1mXAhKnZEdF6rotyyd4GBi
Natasha Bedingfield,,7o95ZoZt5ZYn31e9z1Hc0a
Ro Ransom,,5tLx2xpkiHdzvX9CIymCfR
Reality Sound,,34yGVl5CKVdhqRost8UeJ1
Matt-Felix,,4T052xBzxDNV7ytuTFysnu
Snoop Dogg,g-funk,7hJcb9fa4alzcOq3EaNPoG
Vilma Palma e Vampiros,rock en español,5VQCk9RiLwri99OgOT34kq
Paolo Nutini,,7x5rK9BClDQ8wmCkYAGsQp
Taekoma,,2T7PXFO7TnyryQ8dvpD9Di
Hockey Dad,surf rock,1GJ1uwDfaA8GVVpVc2I2d2
Los Cocoa,,16nss8D4fSP84Jci370KXV
Michael Jackson,,3fMbdgg4jU18AjLCKBhRSm
The Cure,new wave,7bu3H8JO7d0UbMoVzbo70s
Saint Motel,,1dWEYMPtNmvSVaDNLgB6NV
Lago Robot,,5G44saxO6GUFnbJwwAHPEF
Papa Roach,nu metal,4RddZ3iHvSpGV4dvATac9X
John Mayer,singer-songwriter,0hEurMDQu99nJRq8pTxO14
Mancha De Rolando,argentine rock,4DuhYdfd2jHMdaqYVYZp04
Amy Macdonald,,1hJuGCUpefX24GFmss9bjH
Rio Branco,bossa nova,3n4PootMSIDqpViSB9SA1D
Paul Cless,,6KnLzK5qtwkJvihcSZsnqr
Rata Blanca,rock en español,632M26jlmnCrL8CqD5i7Kd
Bastille,,7EQ0qTo7fWT7DPxmxtSYEc
Terra Samba,axé,6cUxFmglW7PeSS5dKaWOtP
Las Pastillas del Abuelo,argentine rock,0D5U7oXEE4dut2DPyUDLca
Beastie Boys,rap rock,03r4iKL2g2442PT9n2UKsx
"Baby, no one's home",,6czIq9geczGfArIZUEQoaL
Hippie Sabotage,,4dM6NDYSfLcspt8GLoT5aE
The Hives,garage rock,4DToQR3aKrHQSSRzSz8Nzt
Estelares,argentine rock,6Nm62oNQCdPxVoiQtFSksF
The Royal Concept,,7LAucJAvbQa7ZIA0qP8YI2
Cruzando El Charco,argentine rock,4STEdt6oH8RopaxpfWrO5Z
El Plan De La Mariposa,argentine rock,3LY3yBRRL9yxCZxaxkdUir
Waves Of Time,,5doCIxxFrIe9mTSjcGKmQd
Marconi Union,ambient,3nZ3ed6p4CKc1McTLypr6H
Billy Joel,soft rock,6zFYqv1mOsgBRQbae3JJ9e
Kevin Johansen,latin folk,7qjoG7bwhAjSd7nJTcjgAk
Bobby Caldwell,yacht rock,4V4Z3qMCwYofWHtip6ePF6
Bad Bunny,reggaeton,4q3ewBCX7sLwd24euuV69X
Lime Cordiale,surf rock,6yrtCy4XJHXM6tczo4RlTs
The Griswolds,,3nUbzTTtP2w4HqvT5y5vkV
Peaceful Melody,lo-fi,6piO5Ac23WJnRQifD42dfv
Kool & The Gang,disco,3VNITwohbvU5Wuy5PC6dsI
Attaque 77,argentine rock,5rI6C5mJm6GYXbGHhpHTu9
The Fray,,0zOcE3mg9nS6l3yxt1Y0bK
Usted Señalemelo,latin indie,1a1v0OJC5GqtsLwzoqJm7j
Canserbero,latin hip hop,1wGIhYkKWSq4yACtTkCkSX
boy pablo,bedroom pop,7wbkl3zgDZEoZer357mVIw
Israel Kamakawiwo'ole,,4ogvuDRerGhZfSf7TtzHlr
Riddim,reggae en español,4nrP6H78NuKzQr9bQxAFVk
Babasonicos,argentine rock,2F9pvj94b52wGKs0OqiNi2
*NSYNC,,6Ff53KvcvAj5U7Z1vojB5o
Conociendo Rusia,latin indie,79R7PUc6T6j09G8mJzNml2
The Marías,bedroom pop,2sSGPbdZJkaSE2AbcGOACx
Keane,,53A0W3U0s8diEn9RhXQhVz
Los Nocheros,folklore argentino,2ydE5oBt6cwsDxH1TpIFmO
The Black Keys,blues rock,7mnBLXK823vNxN3UWB7Gfz
LOUTA,argentine trap,5l4GdLELvdnXZVT5g947i3
Ciro y los Persas,argentine rock,2Eo4Yaukt9d6dnZrY5hQKi
Jack Johnson,surf rock,3GBPw9NK25X1Wt2OUvOwY3
Blossoms,indie,22RISwgVJyZu9lpqAcv1F5
Mild High Club,neo-psychedelic,5J81VungUjSVHxlPpTI9KG
Gauchito Club,latin indie,58gIcdW6E0jd0846aI1sVj
Lonely God,,6pF6MN603wSrisJcf7HS5v
Glee Cast,christmas,0SCbttzoZTnLFebDYmAWCm
Britney Spears,pop,26dSoYclwsYLMAKD3tpOr4
Foster The People,,7gP3bB2nilZXLfPHJhMdvc
Supergrass,britpop,0sHeX8oQ6o7xic3wMf4NBU
Fidel Nadal,reggae en español,7l2wptrNdI4wEHxTlWa6SS
Sampling Specialists,,7199IIJK2wW5yNXTaZtYmI
Camilo,colombian pop,28gNT5KBp7IjEOQoevXf9N
The Strokes,garage rock,0epOFNiUfyON9EYx7Tpr6V
Nicki Nicole,argentine trap,2UZIAOlrnyZmyzt1nuXr9y
Bakermat,tropical house,3MyFDtqB80WZvbtCZRsekM
Sound Carrie,,6VSLsTLt5SnJSaiKVwHSKn
Sticky Fingers,surf rock,3ZGr7nQBXDU2WhyXgRVbt0
Companhia do Pagode,axé,31lKYX3dReQS1XXQtFsmDt
Shag Rock,surf rock,0SJxTOELZJa2Cf19TjNEfm
MC L da Vinte,brazilian funk,0lHB0Qc4pmD5RkTLlHeESo
Nito Mestre,argentine rock,46JHFFEjLKbXhMQsU5vSGm
Foals,indie,6FQqZYVfTNQ1pCqfkwVFEa
Timbalada,axé,1Da4NyNC4CLayaNGGmL9uZ
Jorge Drexler,trova,4ssUf5gLb1GBLxi1BhPrVt
Dayglow,indie rock,6eJa3zG1QZLRB3xgRuyxbm
The Wombats,indie,0Ya43ZKWHTKkAbkoJJkwIB
Mercedes Sosa,trova,2HvyR5FsU37QMqVzIbGwl7
No Vacation,bedroom pop,32zeX1IoVKAGWMyy1isKUq
Jamiroquai,acid jazz,6J7biCazzYhU3gM9j1wfid
Los Nota Lokos,rkt,76iFMHDqONZusQlTu2ckKQ
Lavender Balm,,4N8OrA1MLAkEU05eVyYyFa
Titan Pulse,,2LxEiPDLSX3rxS0VYnqaIY
Hum Humming,,4Pv75nATrtWwA5uYCDvxYF
Soda Stereo,rock en español,7An4yvF7hDYDolN4m5zKBp
Inkie,,70vyFZzRbineUE9fQILJYq
Asana Ventus,,3D8uKbNS9NX6q57gX9b08V
Mike Faist,musicals,3OPl8pWnz8rdYTiaNQ0eMv
Pablo Cepeda,bossa nova,1uj8EOCKAXn4w2TR7CVnQb
Cumbia rocha,cumbia,5Szju6DGR9hcbFOJeXCN0x
Backstreet Boys,,5rSXSAkZ67PYJSvpUpkOr7
The FO's,,594dFaDdAeBqmtRqGKKo4h
mustbejohn,uk garage,5hgZ7PGI0EM2UfiWAIKdFc
El Niño de la Hipoteca,singer-songwriter,3Znu3IpegNZzamLA9vRsE0
Corella,,5LoyxydilSHtcohX3rSRXe
Ziggy Alberts,folk pop,6tuPdaFPIytg3l2f51L7Hw
Hormonental,,04vpuXDmz03XLF53WTsbXE
Reynaldo FM,,7stNpkCSMje6jC7pIxppFR
Creedence Clearwater Revival,classic rock,3IYUhFvPQItj6xySrBmZkd
Tobiah Frei,alté,1hqQ69HmawimUpu85TjODs
Vance Joy,folk pop,10exVja0key0uqUkk6LJRT
San Cisco,,0Ou0138wEd8XWebhc4j7O0
Talk Talk,new wave,7Fo8TAyGJr4VmhE68QamMf
Razorlight,britpop,450iujbtN6XgiA9pv6fVZz
The Temper Trap,,4W48hZAnAHVOC2c8WH8pcq
Noizu Deluxe,,11OG3LRKgXcTxtDxqkYbH0
Salvapantallas,latin indie,1VZQhmsaBc4voNvRGvFUgK
Calle 13,latin hip hop,0yNSzH5nZmHzeE2xn6Xshb
Triángles,,6o6YSy8gJUvzLNFr9uMHOr
Massive Attack,trip hop,6FXMGgJwohJLUSr5nVlf9X
Tame Impala,neo-psychedelic,5INjqkS1o8h1imAzPqGZBb
Dream Son,,6Tl4693vgmUKDblSuqOKoo
NatuREM,,03eX3RX46RbMeY7FA8xF99
Alicia Keys,r&b,3DiDSECUqqY1AuBP8qtaIa
Scientists of Noise,,14XJ27kUY0HXLJFApJBHRA
Los Rodriguez,latin rock,3XkJyJgJDxnjdQgH0zfT8K
Kapanga,argentine rock,2MLiASzGQHVMyORIApRGsp
Callejero Fino,rkt,6GRwwWAtmusrgAL5JF9Dfr
Joan Manuel Serrat,trova,1t7t8q4zoYHp22JLIx3FM7
Cuba Cuba,cha cha cha,6tIqzhdC2Xo1MRrmqDxMg8
Jaime Urrutia,,21gW1NJCe2sHZ485DBDNlb
Miles Kane,baroque pop,3M0H4efyA5YcijrKlaKbYn
The Last Shadow Puppets,baroque pop,2Z7UcsdweVlRbAk5wH5fsf
Bob Moses,,6LHsnRBUYhFyt01PdKXAF5
Los Cafres,reggae en español,2ST5XwWB4uXGKk2NXP8DUI
Fito Paez,argentine rock,1bZNv4q3OxYq7mmnLha7Tu
MC Bruninho,brega funk,3shPgAzHMyRwWOkXeoWKeB
Bob Sinclar,french house,5YFS41yoX0YuFY39fq21oN
fun.,,5nCi3BB41mBaMH9gfr6Su0
Michael Bublé,christmas,1GxkXlMwML1oSg5eLPiAz3
Powfu,,6bmlMHgSheBauioMgKv2tn
Noise Library,,1wFEHvHdcbuWVxo6reRywR
La Renga,argentine rock,30fEdZPXgWfC4sNttcyB3C
Poncho,electropop,4ADdzb8h9qQTE8XPmSxY8r
Jake Bugg,,4hf3caW9H8uFwwbv5pFjcg
Chano,argentine rock,14lvrkdaXxggonwjKZpePM
Indio Solari,argentine rock,0nUGkxUncFeXt0Dr0hhrc4
Ruben Rada,candombe,5AfGpwSbYKelc5nJjUVRmb
Maria Becerra,argentine trap,1DxLCyH42yaHKGK3cl5bvG
Vansire,bedroom pop,6ft7JnxMyZhp7N52qzHymY
Marcela Mangabeira,bossa nova,4H5EtQdvxwz7wEGNlguKAg
Irasema Terrazas,,1lLbqV8uwF5D9MK8w4im3j
Carlos Vives,colombian pop,4vhNDa5ycK0ST968ek7kRr
Libronics,,3aRPewMsLWgCfDyogfVWja
Juan Luis Guerra 4.40,merengue,3nlpTZci9O5W8RsNoNH559
Donna Murphy,,5BuTOT6mPoNZ5EmaPheBI9
CUERO,,7ANFpDZMOEak6T457qZ1xh
Julio Iglesias,bolero,4etuCZVdP8yiNPn4xf0ie5
Dick Dale & His Del-Tones,surf rock,7J77vP6EbI63lB3snZeRj4
Stealth,,6f3R3mqKR3kHp1KBNMUn80
Dani Ribba,argentine trap,6cC67GpmPCjQjOYLpmOGhN
Billie Eilish,,6qqNVTkY8uBg9cP3Jd7DAH
Neo Pistea,argentine trap,01m2XZ7m7rAz6KY3scTdaV
Royel Otis,indie,5b5bt4mZQpJMoCRbiQ7diH
George Ezra,,2ysnwxxNtSgbb9t1m2Ur4j
Abel Pintos,folklore argentino,6HTUcOExehqydqa7C3usAa
The Manatees,,2cWGltn2fZoaAiIhuQyw5h
Zenon Pereyra,latin indie,73lBjMjlN5WczHNWLIIVee
SUN SILVA,,5f84MJAiHgRVmGpDOQI1fU
Danna Paola,,5xSx2FM8mQnrfgM1QsHniB
Wunderhorse,,41pd7r1XBRsvdxY3vHEgib
Joao Das Nieves,,55C96KjkobyMrlzfgP7vJd
John Travolta,musicals,4hKkEHkaqCsyxNxXEsszVH
Everybody Loves an Outlaw,,5RCWMaArEntbkeWYVxCiFW
Illya Kuryaki & The Valderramas,rock en español,2Rc3Tb5XUPF1YlnQwuPgjg
Trueno,argentine trap,2x7PC78TmgqpEIjaGAZ0Oz
Jósean Log,mexican indie,1LMyTeRhjaitILs98h3MaF
The xx,,3iOvXCl6edW5Um0fXEBRXy
Baby Keem,,5SXuuuRpukkTvsLuUknva1
Beach Fossils,dream pop,1bwUhKRmEkOZ1wuTnV9XjC
Imagine Dragons,,53XhwfbYqKCa1cC15pYq2q
Patricio Rey y sus Redonditos de Ricota,argentine rock,6byQKddO1b34lXC2ZEjehQ
Dire Straits,classic rock,0WwSkZ7LtFUFjGjMZBMt6T
George Michael,,19ra5tSw0tWufvUp8GotLo
Balu Brigada,,6O9vGMmTwzihULICPCsNf2
J. Cole,rap,6l3HvQ5sa6mXTsMTB19rO5
Aum Balti,,0Tvw6JStyvQslAwq4tkfvE
Talking Heads,new wave,2x9SpqnPi8rlE9pjHBwmSC
Twenty One Pilots,,3YQKmKGau1PzlVlkL1iodx
Adrián Berra,candombe,3w9xEAItKEIFjQoR88mtsO
Maná,rock en español,7okwEbXzyT2VffBmyQBWLz
Crystal Fighters,,75EZuo5MHV2572NRpMWotC
Cage The Elephant,,26T3LtbuGT1Fu9m0eRq5X3
The Skinner Brothers,,4PY51S3HuOMhnZA0Sx8FRN
State of Waves,,1qC3nE1aPdL2nJ41op52RY
The Killers,alternative rock,0C0XlULifJtAgn6ZNCW2eu
Julieta Venegas,latin pop,2QWIScpFDNxmS6ZEMIUvgm
LAZY GHOST,surf rock,46tdza9HtvQ3nCEU7LRTKz
The Fratellis,,3M4ThdJR28z9eSMcQHAZ5G
Discotron,nu disco,3kxReOjCeEoZxRo80bAHFf
hard life,,7uwY65fDg3FVJ8MkJ5QuZK
